LLP with Faststep
          500000    200000    100000    50000     20000     10000     5000      2000      1000      500       200       100       50        20        10        
0:	0.0010648 0.0010648 0.0010648 0.0010648 0.0010648 0.0010648 0.0011358 0.0011358 0.0011637 0.0011637 0.0011907 0.0011911 0.0011911 0.0011911 0.0011911 
1:	0.0029590 0.0029590 0.0029590 0.0029590 0.0029590 0.0029590 0.0031585 0.0031585 0.0032068 0.0032068 0.0032286 0.0032291 0.0032291 0.0032291 0.0032290 
2:	0.0032049 0.0032049 0.0032049 0.0032049 0.0032049 0.0032049 0.0034100 0.0034100 0.0034614 0.0034614 0.0034825 0.0034830 0.0034830 0.0034830 0.0034830 
3:	0.0034294 0.0034294 0.0034294 0.0034294 0.0034294 0.0034294 0.0036412 0.0036412 0.0036983 0.0036983 0.0037193 0.0037198 0.0037198 0.0037198 0.0037198 
4:	0.0035188 0.0035188 0.0035188 0.0035188 0.0035188 0.0035188 0.0037423 0.0037423 0.0038066 0.0038066 0.0038277 0.0038284 0.0038284 0.0038284 0.0038284 
5:	0.0035779 0.0035779 0.0035779 0.0035779 0.0035779 0.0035779 0.0038269 0.0038269 0.0039020 0.0039020 0.0039235 0.0039251 0.0039251 0.0039251 0.0039256 
6:	0.0034876 0.0034876 0.0034876 0.0034876 0.0034876 0.0034876 0.0037750 0.0037750 0.0038781 0.0038781 0.0038998 0.0039024 0.0039024 0.0039024 0.0039031 
7:	0.0033004 0.0033004 0.0033004 0.0033004 0.0033004 0.0033004 0.0036473 0.0036473 0.0038080 0.0038080 0.0038331 0.0038389 0.0038389 0.0038389 0.0038411 
8:	0.0032302 0.0032302 0.0032302 0.0032302 0.0032302 0.0032302 0.0036101 0.0036101 0.0038006 0.0038006 0.0038286 0.0038343 0.0038343 0.0038343 0.0038364 
9:	0.0033884 0.0033884 0.0033884 0.0033884 0.0033884 0.0033884 0.0037733 0.0037733 0.0039822 0.0039822 0.0040131 0.0040191 0.0040191 0.0040191 0.0040212 
10:	0.0034758 0.0034758 0.0034758 0.0034758 0.0034758 0.0034758 0.0038697 0.0038697 0.0040938 0.0040938 0.0041268 0.0041326 0.0041326 0.0041326 0.0041347 
11:	0.0035839 0.0035839 0.0035839 0.0035839 0.0035839 0.0035839 0.0039804 0.0039804 0.0042085 0.0042085 0.0042427 0.0042485 0.0042485 0.0042485 0.0042505 
LLP with Louvain
          7         6         5         4         3         2         1         0         
0:	0.5113160 0.5117800 0.5180330 0.5445230 0.6027900 0.6615140 0.6681650 0.4987430 
1:	0.4918460 0.4922210 0.4975430 0.5231860 0.5903380 0.6746480 0.8607280 0.8983240 
2:	0.4854880 0.4858600 0.4911400 0.5165880 0.5832700 0.6670460 0.8522760 0.9064700 
3:	0.4773930 0.4777610 0.4829800 0.5081390 0.5741200 0.6572200 0.8419440 0.9177170 
4:	0.4710790 0.4714440 0.4766130 0.5015400 0.5669740 0.6495520 0.8339100 0.9266240 
5:	0.4648500 0.4652110 0.4703320 0.4950340 0.5599200 0.6419540 0.8257950 0.9355950 
6:	0.4595730 0.4599310 0.4650020 0.4894830 0.5538600 0.6353920 0.8189410 0.9437760 
7:	0.4549180 0.4552730 0.4603020 0.4845780 0.5484460 0.6294580 0.8127290 0.9513610 
8:	0.4505510 0.4509030 0.4558890 0.4799640 0.5433580 0.6238910 0.8070530 0.9588800 
9:	0.4462690 0.4466180 0.4515560 0.4754110 0.5382730 0.6183350 0.8014850 0.9669220 
10:	0.4424630 0.4428080 0.4476970 0.4713190 0.5336370 0.6132140 0.7964630 0.9751420 
11:	0.4397900 0.4401330 0.4449870 0.4684510 0.5303990 0.6096560 0.7929560 0.9807770 
Faststep with Louvain
          7         6         5         4         3         2         1         0         
500000:	0.0020372 0.0020356 0.0020090 0.0018863 0.0016188 0.0014362 0.0014483 0.0046717 
200000:	0.0020372 0.0020356 0.0020090 0.0018863 0.0016188 0.0014362 0.0014483 0.0046717 
100000:	0.0020372 0.0020356 0.0020090 0.0018863 0.0016188 0.0014362 0.0014483 0.0046717 
50000:	0.0020372 0.0020356 0.0020090 0.0018863 0.0016188 0.0014362 0.0014483 0.0046717 
20000:	0.0020372 0.0020356 0.0020090 0.0018863 0.0016188 0.0014362 0.0014483 0.0046717 
10000:	0.0020372 0.0020356 0.0020090 0.0018863 0.0016188 0.0014362 0.0014483 0.0046717 
5000:	0.0025336 0.0025315 0.0024982 0.0023446 0.0020105 0.0017607 0.0016888 0.0051146 
2000:	0.0025336 0.0025315 0.0024982 0.0023446 0.0020105 0.0017607 0.0016888 0.0051146 
1000:	0.0026423 0.0026401 0.0026052 0.0024449 0.0020959 0.0018335 0.0017466 0.0053661 
500:	0.0026423 0.0026401 0.0026052 0.0024449 0.0020959 0.0018335 0.0017466 0.0053661 
200:	0.0027046 0.0027023 0.0026666 0.0025024 0.0021447 0.0018738 0.0017745 0.0054009 
100:	0.0027059 0.0027036 0.0026679 0.0025037 0.0021458 0.0018746 0.0017751 0.0054067 
50:	0.0027059 0.0027036 0.0026679 0.0025037 0.0021458 0.0018746 0.0017751 0.0054067 
20:	0.0027059 0.0027036 0.0026679 0.0025037 0.0021458 0.0018746 0.0017751 0.0054067 
10:	0.0027059 0.0027036 0.0026679 0.0025036 0.0021458 0.0018746 0.0017751 0.0054086 
