LLP with Faststep
          500000    200000    100000    50000     20000     10000     5000      2000      1000      500       200       100       50        20        10        
0:	0.0000114 0.0000114 0.0000114 0.0000114 0.0000114 0.0000114 0.0000114 0.0000114 0.0000114 0.0000114 0.0000114 0.0000114 0.0000114 0.0000114 0.0000114 
1:	0.0000056 0.0000056 0.0000056 0.0000056 0.0000056 0.0000056 0.0000058 0.0000058 0.0000057 0.0000057 0.0000057 0.0000057 0.0000057 0.0000057 0.0000057 
2:	0.0000058 0.0000058 0.0000058 0.0000058 0.0000058 0.0000058 0.0000061 0.0000061 0.0000061 0.0000061 0.0000062 0.0000062 0.0000062 0.0000062 0.0000062 
3:	0.0000055 0.0000055 0.0000055 0.0000055 0.0000055 0.0000055 0.0000061 0.0000061 0.0000064 0.0000064 0.0000065 0.0000065 0.0000065 0.0000065 0.0000065 
4:	0.0000053 0.0000053 0.0000053 0.0000053 0.0000053 0.0000053 0.0000063 0.0000063 0.0000070 0.0000070 0.0000071 0.0000071 0.0000071 0.0000071 0.0000071 
5:	0.0000050 0.0000050 0.0000050 0.0000050 0.0000050 0.0000050 0.0000063 0.0000063 0.0000075 0.0000075 0.0000077 0.0000078 0.0000078 0.0000078 0.0000079 
6:	0.0000046 0.0000046 0.0000046 0.0000046 0.0000046 0.0000046 0.0000061 0.0000061 0.0000085 0.0000085 0.0000090 0.0000094 0.0000094 0.0000094 0.0000096 
7:	0.0000042 0.0000042 0.0000042 0.0000042 0.0000042 0.0000042 0.0000058 0.0000058 0.0000108 0.0000108 0.0000120 0.0000131 0.0000131 0.0000131 0.0000138 
8:	0.0000037 0.0000037 0.0000037 0.0000037 0.0000037 0.0000037 0.0000054 0.0000054 0.0000114 0.0000114 0.0000128 0.0000140 0.0000140 0.0000140 0.0000148 
9:	0.0000033 0.0000033 0.0000033 0.0000033 0.0000033 0.0000033 0.0000047 0.0000047 0.0000114 0.0000114 0.0000134 0.0000146 0.0000146 0.0000146 0.0000157 
10:	0.0000028 0.0000028 0.0000028 0.0000028 0.0000028 0.0000028 0.0000041 0.0000041 0.0000111 0.0000111 0.0000130 0.0000141 0.0000141 0.0000141 0.0000154 
11:	0.0000026 0.0000026 0.0000026 0.0000026 0.0000026 0.0000026 0.0000037 0.0000037 0.0000105 0.0000105 0.0000125 0.0000136 0.0000136 0.0000136 0.0000148 
LLP with Louvain
          7         6         5         4         3         2         1         0         
0:	0.3204250 0.3204590 0.3212400 0.3259680 0.3585830 0.4905820 0.8848380 0.4810970 
1:	0.1102000 0.1102160 0.1105780 0.1128140 0.1297700 0.2094930 0.6597710 0.4577150 
2:	0.1045390 0.1045530 0.1048970 0.1070180 0.1231060 0.1987220 0.6241720 0.4774200 
3:	0.0926744 0.0926872 0.0929918 0.0948729 0.1091290 0.1761350 0.5542590 0.5301550 
4:	0.0844846 0.0844963 0.0847741 0.0864889 0.0994844 0.1605930 0.5055310 0.5680770 
5:	0.0761010 0.0761115 0.0763616 0.0779066 0.0896115 0.1446570 0.4555750 0.6075260 
6:	0.0684650 0.0684744 0.0686995 0.0700895 0.0806244 0.1301860 0.4104780 0.6444070 
7:	0.0615745 0.0615830 0.0617855 0.0630354 0.0725064 0.1170620 0.3693840 0.6780710 
8:	0.0547594 0.0547670 0.0549471 0.0560592 0.0644942 0.1041800 0.3296510 0.7122880 
9:	0.0477309 0.0477375 0.0478945 0.0488645 0.0562266 0.0909922 0.2903960 0.7497720 
10:	0.0411942 0.0411999 0.0413354 0.0421728 0.0485450 0.0788455 0.2577060 0.7885310 
11:	0.0371157 0.0371208 0.0372428 0.0379975 0.0437473 0.0712420 0.2370780 0.8180010 
Faststep with Louvain
          7         6         5         4         3         2         1         0         
500000:	0.0952110 0.0952110 0.0952110 0.0952110 0.0952122 0.0939425 0.0531572 0.0000830 
200000:	0.0952110 0.0952110 0.0952110 0.0952110 0.0952122 0.0939425 0.0531572 0.0000830 
100000:	0.0952110 0.0952110 0.0952110 0.0952110 0.0952122 0.0939425 0.0531572 0.0000830 
50000:	0.0952110 0.0952110 0.0952110 0.0952110 0.0952122 0.0939425 0.0531572 0.0000830 
20000:	0.0952110 0.0952110 0.0952110 0.0952110 0.0952122 0.0939425 0.0531572 0.0000830 
10000:	0.0952110 0.0952110 0.0952110 0.0952110 0.0952122 0.0939425 0.0531572 0.0000830 
5000:	0.0660110 0.0660110 0.0660110 0.0660110 0.0660203 0.0654523 0.0402664 0.0002726 
2000:	0.0660110 0.0660110 0.0660110 0.0660110 0.0660203 0.0654523 0.0402664 0.0002726 
1000:	0.0181404 0.0181404 0.0181404 0.0181404 0.0181423 0.0180344 0.0117108 0.0831156 
500:	0.0181404 0.0181404 0.0181404 0.0181404 0.0181423 0.0180344 0.0117108 0.0831156 
200:	0.0154119 0.0154119 0.0154119 0.0154119 0.0154146 0.0153401 0.0101075 0.0749888 
100:	0.0143110 0.0143110 0.0143110 0.0143110 0.0143136 0.0142444 0.0093856 0.0741883 
50:	0.0143110 0.0143110 0.0143110 0.0143110 0.0143136 0.0142444 0.0093856 0.0741883 
20:	0.0143110 0.0143110 0.0143110 0.0143110 0.0143136 0.0142444 0.0093856 0.0741883 
10:	0.0125222 0.0125222 0.0125222 0.0125222 0.0125244 0.0124638 0.0082124 0.1044110 
