LLP with Faststep
communities-1.txt communities-3.txt: 0.8677
communities-1.txt communities-4.txt: 0.826159
communities-1.txt communities-5.txt: 0.820432
communities-10.txt communities-0.txt: 0.966681
communities-10.txt communities-1.txt: 0.97137
communities-10.txt communities-2.txt: 0.925774
communities-10.txt communities-3.txt: 0.847517
communities-10.txt communities-4.txt: 0.806196
communities-10.txt communities-5.txt: 0.8005
communities-11.txt communities-0.txt: 0.973144
communities-11.txt communities-1.txt: 0.966524
communities-11.txt communities-2.txt: 0.919924
communities-11.txt communities-3.txt: 0.841571
communities-11.txt communities-4.txt: 0.800265
communities-11.txt communities-5.txt: 0.79458
communities-2.txt communities-0.txt: 0.945641
communities-2.txt communities-1.txt: 0.985668
communities-2.txt communities-2.txt: 0.94565
communities-2.txt communities-3.txt: 0.867774
communities-2.txt communities-4.txt: 0.826246
communities-2.txt communities-5.txt: 0.820509
communities-3.txt communities-0.txt: 0.945673
communities-3.txt communities-1.txt: 0.985542
communities-3.txt communities-2.txt: 0.945592
communities-3.txt communities-3.txt: 0.867708
communities-3.txt communities-4.txt: 0.826214
communities-3.txt communities-5.txt: 0.820474
communities-4.txt communities-0.txt: 0.945976
communities-4.txt communities-1.txt: 0.985257
communities-4.txt communities-2.txt: 0.945298
communities-4.txt communities-3.txt: 0.867395
communities-4.txt communities-4.txt: 0.825882
communities-4.txt communities-5.txt: 0.820154
communities-5.txt communities-0.txt: 0.946525
communities-5.txt communities-1.txt: 0.985287
communities-5.txt communities-2.txt: 0.944766
communities-5.txt communities-3.txt: 0.866915
communities-5.txt communities-4.txt: 0.825404
communities-5.txt communities-5.txt: 0.819671
communities-6.txt communities-0.txt: 0.947656
communities-6.txt communities-1.txt: 0.984631
communities-6.txt communities-2.txt: 0.943655
communities-6.txt communities-3.txt: 0.865722
communities-6.txt communities-4.txt: 0.824221
communities-6.txt communities-5.txt: 0.818497
communities-7.txt communities-0.txt: 0.949911
communities-7.txt communities-1.txt: 0.983033
communities-7.txt communities-2.txt: 0.941374
communities-7.txt communities-3.txt: 0.863458
communities-7.txt communities-4.txt: 0.82202
communities-7.txt communities-5.txt: 0.816298
communities-8.txt communities-0.txt: 0.953864
communities-8.txt communities-1.txt: 0.980302
communities-8.txt communities-2.txt: 0.937465
communities-8.txt communities-3.txt: 0.859543
communities-8.txt communities-4.txt: 0.818169
communities-8.txt communities-5.txt: 0.812453
